minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
2.98,3.42,8.97,9.0,1.43,6.04,4.87,549.05,146.09,0.99,286.94,10.52,64.11,51.24,0.0
2.71,5.22,4.06,9.0,1.43,3.24,4.13,471.49,86.7,0.84,211.14,10.48,63.55,51.34,0.0
2.71,5.22,8.23,9.0,1.43,6.04,4.15,468.46,90.89,0.85,206.69,10.8,64.02,52.82,0.0
2.71,5.22,9.4,9.0,0.97,6.04,4.24,495.03,127.11,0.89,228.01,11.03,65.42,52.87,0.0
2.62,2.24,13.32,9.0,1.43,6.04,4.67,537.23,136.89,0.98,281.81,10.3,62.57,50.68,0.0
2.71,5.22,8.72,9.0,1.43,5.08,4.54,552.56,145.02,1.0,287.56,10.69,64.86,51.63,0.0
2.15,4.77,13.32,9.0,1.43,6.04,4.26,491.8,107.36,0.89,229.08,10.85,64.21,52.75,0.0
1.73,3.98,6.25,9.0,0.83,5.08,4.25,503.8,131.12,0.88,234.55,10.94,66.03,51.92,5.0
2.71,5.22,6.69,9.0,1.38,5.08,4.17,498.2,109.26,0.89,235.69,10.76,64.14,52.32,0.0
2.84,2.74,8.72,9.0,1.43,2.57,4.54,544.42,133.91,0.94,285.75,10.08,63.37,49.22,0.0
2.71,1.77,8.72,9.0,1.17,4.0,4.63,514.79,120.89,0.88,256.81,10.04,63.2,49.44,0.0
2.71,5.22,14.57,9.0,1.37,5.08,4.27,480.11,104.91,0.88,219.09,10.84,63.74,53.0,0.0
2.71,2.48,11.29,9.0,1.43,2.43,4.57,508.15,112.61,0.89,252.55,10.02,62.55,49.9,0.0
2.71,5.22,8.72,9.0,0.74,5.08,4.15,453.52,96.43,0.79,181.89,11.19,66.52,52.68,14.0
2.71,2.56,9.37,9.0,1.8,5.08,4.74,608.61,166.26,1.06,348.29,9.98,63.99,48.45,0.0
3.45,5.22,8.19,9.0,1.14,6.04,4.17,478.46,106.0,0.85,211.54,11.04,65.28,53.55,0.0
3.23,5.22,7.67,9.0,0.54,3.01,4.18,434.48,89.65,0.77,167.8,11.17,65.12,53.36,54.0
2.71,5.72,13.32,9.0,1.43,5.09,4.44,525.59,129.32,0.96,261.81,10.8,64.46,52.59,0.0
2.71,5.22,13.32,9.0,1.43,6.04,4.15,461.27,85.8,0.82,194.82,10.93,65.21,52.49,0.0
3.14,2.71,13.32,9.0,1.43,6.04,4.69,580.19,163.92,0.98,313.04,10.41,65.94,49.5,0.0
2.71,3.2,13.32,9.0,1.43,6.04,4.46,561.34,150.86,0.98,294.28,10.56,65.61,50.75,0.0
2.71,5.22,13.32,9.0,1.43,6.04,4.15,461.27,85.8,0.82,194.82,10.93,65.21,52.49,0.0
2.71,2.4,13.32,9.0,1.08,6.52,4.69,616.18,205.09,1.04,347.33,10.5,66.61,49.35,0.0
2.71,2.81,5.19,9.0,1.43,6.04,4.9,568.36,154.08,1.0,307.77,10.25,63.86,50.09,0.0
2.71,3.06,13.32,9.0,1.04,2.38,4.58,502.9,123.09,0.89,241.86,10.47,63.93,51.55,0.0
2.83,5.22,13.32,9.0,1.43,6.04,4.79,533.66,136.08,0.98,268.08,10.8,64.95,52.69,0.0
3.77,5.02,12.94,9.0,1.43,7.82,4.1,455.28,83.56,0.8,189.28,10.95,65.04,52.71,0.0
2.71,5.22,13.32,9.0,1.46,6.04,4.36,498.7,111.17,0.9,236.93,10.81,64.01,52.66,0.0
3.23,5.22,13.32,9.0,1.66,7.96,4.48,617.66,181.16,1.04,348.85,10.63,66.53,50.41,0.0
1.89,2.73,7.58,9.0,1.96,6.04,4.98,569.09,137.38,1.01,312.92,10.0,62.63,49.15,0.0
2.71,1.94,13.32,9.0,1.9,6.04,5.12,698.19,221.81,1.13,435.55,9.82,65.15,46.82,0.0
2.27,5.02,13.32,9.0,1.43,7.66,4.44,495.29,108.71,0.9,230.4,10.89,64.79,52.77,0.0
3.77,5.22,13.26,9.0,1.44,6.87,4.38,500.05,114.86,0.9,236.23,10.82,64.56,52.53,0.0
1.35,3.64,11.0,9.0,1.71,2.59,4.41,580.43,151.0,1.01,318.09,10.11,64.41,48.97,0.0
4.45,1.64,3.94,9.0,1.46,7.91,4.9,738.76,262.21,1.1,474.73,9.68,65.73,45.86,0.0
3.77,2.27,13.58,9.0,1.43,7.82,5.03,682.52,240.54,1.1,413.69,10.29,66.74,48.74,0.0
1.83,2.48,12.94,9.0,1.43,7.44,5.03,546.98,139.94,0.97,285.09,10.41,64.25,50.36,0.0
1.81,3.78,11.75,9.0,0.84,6.04,4.2,443.89,90.84,0.81,178.84,11.06,64.7,53.86,2.0
3.04,5.1,12.94,9.0,1.43,6.35,4.28,459.39,87.22,0.83,194.59,10.91,64.75,53.13,0.0
1.83,2.48,12.94,9.0,1.2,7.44,4.57,517.57,129.05,0.93,256.81,10.58,63.82,51.69,0.0
1.91,2.48,10.25,9.0,1.37,4.57,4.56,519.95,120.6,0.91,258.15,10.33,64.33,49.71,0.0
2.8,1.56,8.05,9.0,1.43,7.86,5.18,730.0,274.16,1.12,464.75,9.79,66.09,46.09,0.0
3.65,2.48,12.94,9.0,1.14,7.44,4.52,516.54,138.1,0.9,254.52,10.64,64.21,51.93,0.0
2.85,4.0,12.57,9.0,1.43,7.44,4.33,522.63,126.06,0.92,255.26,10.8,65.43,51.97,0.0
4.72,2.57,12.94,9.0,0.61,4.24,4.51,507.75,154.96,0.92,245.62,10.7,64.2,52.41,25.0
4.45,2.01,12.94,9.0,1.53,2.06,5.22,773.5,301.04,1.16,507.56,9.47,65.77,45.8,0.0
1.83,5.78,12.94,9.0,1.66,6.5,4.22,519.67,129.67,0.92,255.69,10.71,64.58,51.57,0.0
3.4,2.4,12.94,9.0,1.43,7.82,4.93,619.45,196.96,1.03,355.63,10.34,65.12,49.55,0.0
4.36,3.85,14.73,9.0,1.7,7.5,4.65,579.88,152.9,1.02,315.18,10.51,64.76,51.24,0.0
2.24,5.02,7.52,9.0,1.43,7.82,4.28,494.32,109.02,0.91,233.55,10.78,63.72,52.83,0.0
3.77,5.02,12.94,9.0,1.55,4.17,4.85,744.94,278.95,1.19,471.47,10.44,67.9,48.45,0.0
1.82,1.72,14.52,9.0,0.64,7.82,4.74,479.46,118.31,0.87,220.26,10.45,63.55,51.31,53.0
3.19,5.02,12.94,9.0,1.37,7.82,4.18,486.44,106.07,0.87,220.33,10.93,65.14,52.75,0.0
3.77,5.02,12.94,9.0,1.43,7.82,4.1,455.28,83.56,0.8,189.28,10.95,65.04,52.71,0.0
3.6,5.02,10.95,9.0,1.2,6.71,4.25,486.63,111.13,0.87,218.93,11.05,65.48,53.66,0.0
4.71,4.53,8.89,9.0,1.43,2.88,4.55,565.87,151.55,0.98,300.76,10.48,64.97,50.86,0.0
4.7,5.02,12.94,9.0,1.43,6.52,4.21,464.34,91.29,0.83,198.67,10.89,64.98,52.98,0.0
1.26,5.02,8.71,9.0,0.72,7.82,4.04,439.8,87.43,0.79,171.1,11.27,65.79,53.43,70.0
4.82,5.02,12.94,9.0,1.43,2.47,4.97,542.59,135.98,0.94,278.53,10.49,64.57,51.28,0.0
3.77,5.73,12.94,9.0,1.09,7.82,4.26,476.86,109.66,0.86,210.44,11.16,65.19,53.9,0.0
4.28,5.02,12.94,9.0,1.43,5.14,4.38,512.87,120.83,0.92,250.64,10.75,64.15,52.75,0.0
1.66,4.05,12.94,9.0,0.79,7.82,4.09,454.88,99.83,0.82,187.85,11.14,65.29,52.82,20.0
3.57,1.7,12.94,9.0,1.43,7.82,4.97,676.43,236.07,1.06,410.4,10.01,66.2,47.42,0.0
3.77,5.02,14.27,9.0,1.0,2.08,4.35,482.43,112.27,0.88,220.05,10.78,64.14,53.13,0.0
3.28,5.73,5.88,9.0,1.09,3.95,4.3,471.62,101.26,0.85,205.73,10.9,64.98,53.04,0.0
3.77,5.02,12.94,9.0,1.43,7.82,4.1,455.28,83.56,0.8,189.28,10.95,65.04,52.71,0.0
2.27,5.73,6.28,9.0,1.36,2.67,4.23,515.27,121.5,0.91,252.77,10.56,64.06,51.72,0.0
4.98,5.73,12.94,9.0,1.09,7.82,4.78,576.05,185.36,1.03,305.68,10.95,66.32,52.42,0.0
3.77,3.16,6.63,9.0,1.09,4.32,4.4,493.48,117.57,0.88,232.24,10.6,63.98,51.5,0.0
