minGap,accel,decel,emergencyDecel,tau,delta,density,sampledSeconds,waitingTime,occupancy,timeLoss,speed,entered,flow,collisions
3.68,5.79,10.44,9.0,1.38,4.35,4.41,500.91,114.5,0.91,237.68,10.8,64.37,53.29,0.0
2.6,4.7,9.04,9.0,1.28,2.94,4.27,505.02,115.37,0.91,242.11,10.68,64.27,52.23,0.0
2.37,5.79,3.79,9.0,0.87,5.92,4.2,464.87,100.98,0.83,196.48,11.07,65.68,53.04,0.0
2.37,5.53,14.15,9.0,1.38,2.94,4.37,527.52,127.99,0.93,262.17,10.7,64.93,51.67,0.0
3.04,4.79,3.79,9.0,0.52,2.94,4.43,437.15,86.63,0.78,170.92,11.01,65.05,53.17,65.0
3.06,5.79,3.79,9.0,1.38,4.86,4.28,468.1,90.13,0.84,207.07,10.67,63.7,52.42,0.0
3.73,2.18,8.91,9.0,1.38,7.04,5.11,712.7,263.61,1.15,441.2,10.17,67.43,48.07,0.0
4.74,5.79,5.82,9.0,1.38,2.94,4.59,605.93,189.4,1.04,341.33,10.43,64.79,50.81,0.0
3.18,4.22,3.79,9.0,1.7,2.94,4.26,513.98,106.65,0.9,258.84,10.07,62.12,49.71,0.0
2.37,4.22,3.79,9.0,1.01,5.99,4.16,501.2,120.88,0.87,234.67,10.8,65.25,52.04,0.0
4.44,5.79,3.79,9.0,1.06,4.86,4.03,455.24,88.86,0.81,189.86,10.89,64.88,52.6,0.0
3.06,4.22,3.79,9.0,1.38,2.94,4.35,511.21,113.55,0.9,252.09,10.32,63.18,50.73,0.0
2.37,4.22,3.79,9.0,1.06,7.6,4.26,480.39,107.91,0.87,218.01,10.81,64.22,52.45,0.0
2.37,4.22,3.79,9.0,1.06,2.94,4.18,506.01,118.75,0.88,242.51,10.56,64.47,51.19,0.0
3.07,4.22,12.26,9.0,1.05,2.94,4.76,501.31,124.67,0.89,235.31,10.76,65.13,51.81,0.0
3.51,2.05,6.08,9.0,1.06,5.3,4.63,560.32,166.61,0.96,301.78,10.2,63.29,49.97,0.0
3.87,5.38,3.79,9.0,1.06,2.94,4.51,591.66,185.63,1.0,322.17,10.58,66.38,50.71,0.0
2.37,2.11,3.79,9.0,1.06,2.41,4.57,534.4,137.6,0.97,283.71,9.76,61.01,49.38,0.0
3.06,3.02,5.5,9.0,1.38,2.94,4.3,513.23,116.53,0.92,257.6,10.16,62.52,50.3,0.0
2.6,4.22,3.79,9.0,1.06,2.94,4.13,455.51,86.03,0.83,196.75,10.58,63.19,51.81,0.0
3.06,4.22,7.07,9.0,1.56,2.94,4.41,516.98,116.49,0.94,260.59,10.32,62.52,51.2,0.0
1.68,4.22,3.79,9.0,1.93,2.94,4.11,472.97,79.86,0.85,221.67,10.0,61.07,49.5,0.0
2.81,4.22,3.79,9.0,1.38,2.94,4.27,463.62,85.08,0.83,207.17,10.35,62.52,51.13,0.0
4.53,3.97,8.48,9.0,1.38,6.9,4.51,562.54,154.77,0.98,294.55,10.68,65.66,51.65,0.0
2.42,3.02,5.36,9.0,0.58,3.37,4.26,445.78,91.7,0.81,183.08,10.75,64.26,52.61,39.0
3.06,4.22,5.02,9.0,1.38,2.94,4.34,495.75,104.52,0.88,237.01,10.41,63.19,51.3,0.0
